,title,artist,albums,showname,date
313,Wonderwall,Cartel,Punk Goes 90's,All A Blur,2022-05-01
314,Saturn 5,Inspiral Carpets,Devil Hopping,All A Blur,2022-05-01
315,Just Dropped In (To See What My Condition Is In),Supergrass,I Should Coco,All A Blur,2022-05-01
316,Mystical Machine Gun,Kula Shaker,"Peasants, Pigs & Astronauts",All A Blur,2022-05-01
317,Nothing Lasts Forever,Echo & the Bunnymen,Evergreen,All A Blur,2022-05-01
318,Blue Jeans,Blur,Modern Life Is Rubbish,All A Blur,2022-05-01
319,High and Dry,Radiohead,The Bends,All A Blur,2022-05-01
320,Desolation Blues,Gorky's Zygotic Mynci,Spanish Dance Troupe,All A Blur,2022-05-01
321,Bullet Lovers,The Jesus and Mary Chain,Stoned and Dethroned,All A Blur,2022-05-01
322,Side,Travis,The Invisible Band,All A Blur,2022-05-01
323,Town Called Malice,Gene,As Good As It Gets,All A Blur,2022-05-01
324,The Wind,PJ Harvey,Is This Desire?,All A Blur,2022-05-01
325,Love Is Noise,The Verve,Forth,All A Blur,2022-05-01
326,125 West 3rd Street,Menswear,Nuisance,All A Blur,2022-05-01
327,Alice in Vain,Sleeper,Smart,All A Blur,2022-05-01
328,Unnecessary Drama,Belle and Sebastian,Unnecessary Drama,All A Blur,2022-05-01
329,High Hopes,Yours Truly,High Hopes,The Kitchen Sink,2022-05-01
330,Kill Me,Space,Spiders,The Kitchen Sink,2022-05-01
331,Rockstar,Momma,Rockstar,The Kitchen Sink,2022-05-01
332,I Lied (with Allison Ponthier),Lord Huron,Long Lost,The Kitchen Sink,2022-05-01
333,Morning Bell,Radiohead,Kid A,The Kitchen Sink,2022-05-01
334,Unholy Affliction,Soccer Mommy,Unholy Affliction,The Kitchen Sink,2022-05-01
335,Plastic Fantastic Lover,Jeffercson Airplane,Surrealistic Pillow,The Kitchen Sink,2022-05-01
336,Give It Up to Me,Sean Paul,The Trinity,The Kitchen Sink,2022-05-01
337,We All Fall Down,Egg Hunt,2-song,The Kitchen Sink,2022-05-01
338,Sweet FA,Peach Pit,Sweet FA,The Kitchen Sink,2022-05-01
339,axemen,Heavens To Betsy,Calculated,The Kitchen Sink,2022-05-01
340,All-American Girl,Carrie Underwood,Carnival Ride,The Kitchen Sink,2022-05-01
341,Wild Side,Suki Waterhouse,Wild Side,The Kitchen Sink,2022-05-01
342,Fantastic,Kitchen and the Plastic Spoons,Best Off,The Kitchen Sink,2022-05-01
343,Across the Room,Ok Cowgirl,Across the Room,The Kitchen Sink,2022-05-01
344,"Oh, Lord What Are You Doing to Me",Big Maybelle,The Soul of Big Maybelle,Shake 'Em On Down,2022-05-01
345,Walk On By,Brenda & The Tabulations,Dry Your Eyes,Shake 'Em On Down,2022-05-01
346,South Side Stuff,Jimmy Yancey,The Best of Jimmy Yancey,Shake 'Em On Down,2022-05-01
347,Cops and Robbers,Bo Diddley,"Have Guitar, Will Travel",Shake 'Em On Down,2022-05-01
348,Checking On My Woman,Fenton Robinson,Somebody Loan Me a Dime,Shake 'Em On Down,2022-05-01
349,It Serves Me Right to Suffer,Jimmy Dawkins,Fast Fingers,Shake 'Em On Down,2022-05-01
350,Bad Love,Luther Allison,Soul Fixin' Man,Shake 'Em On Down,2022-05-01
351,Hold That Train Conductor,Byther Smith,Hold That Train,Shake 'Em On Down,2022-05-01
352,Rising Son,Big Bill Morganfield,Rising Son,Shake 'Em On Down,2022-05-01
353,Trying to Forget You,Howlin’ Wolf,The Back Door Wolf,Shake 'Em On Down,2022-05-01
354,Romance In the Dark,Lil Green,Lil's Bog Hits,Shake 'Em On Down,2022-05-01
355,Ticket Agent Blues,Lil' Son Jackson,Rockin' and Rollin' Vol. 1 (1948-1950),Shake 'Em On Down,2022-05-01
356,The Storm Is Passing Over,Blind Joe Taggart,Blind Joe Taggart Vol. 1 (1926-1928),Shake 'Em On Down,2022-05-01
357,Hambone Blues,Ed Bell,Ed Bell - Mamlish Blues (1927-1930),Shake 'Em On Down,2022-05-01
358,Kansas City Blues,William Harris & Buddy Boy Hawkins,William Harris / Buddy Boy Hawkins (1927-1929),Shake 'Em On Down,2022-05-01
359,New Orleans Stop Time,Memphis Minnie,Queen of the Blues,Shake 'Em On Down,2022-05-01
360,Ice Man Blues,Joe Pullum,"Joe Pullum Vol. 2 (1935-1951) with Andy Boy & Walter ""Cowboy"" Washington",Shake 'Em On Down,2022-05-01
361,Joe Louis Is the Man,Joe Pullum,"Joe Pullum Vol. 2 (1935-1951) with Andy Boy & Walter ""Cowboy"" Washington",Shake 'Em On Down,2022-05-01
362,Fire In the Mountain,Georgia White,Georgia White Vol. 4 (1939-1941),Shake 'Em On Down,2022-05-01
363,I'm Gonna Shave You Dry,Walter Roland,Walter Roland Vol. 2 (1934-1935),Shake 'Em On Down,2022-05-01
364,Detroit Rocks,Montana Taylor,Montana Taylor (1929-1946),Shake 'Em On Down,2022-05-01
365,Deep End Boogie,Cripple Clarence Lofton,Piano Discoveries (1928-1943),Shake 'Em On Down,2022-05-01
366,Bad Luck Dice,Clifford Gibson,My Rough and Rowdy Ways: Early American Rural Music,Shake 'Em On Down,2022-05-01
367,Fool's Blues,"J.T. ""Funny Paper"" Smith","J.T. ""Funny Paper"" Smith (1930-1931)",Shake 'Em On Down,2022-05-01
368,Ash Tray Blues,Papa Charlie Jackson,Papa Charlie Jackson Vol. 2 (1926-1928),Shake 'Em On Down,2022-05-01
369,Bottom Blues,Texas Alexander,The Best Of Texas Blues,Shake 'Em On Down,2022-05-01
370,This Train,Big Bill Broonzy,Big Bill Broonzy Sings Folk Songs,Shake 'Em On Down,2022-05-01
371,Mama Said I'm Crazy,Mississippi Fred McDowell,This Ain't No Rock n' Roll,Shake 'Em On Down,2022-05-01
372,Sallie Queen of the Pines,Alvin Youngblood Hart,Territory,Shake 'Em On Down,2022-05-01
373,Drifting Blues,Bukka White,Memphis Hot Shots,Shake 'Em On Down,2022-05-01
374,b,,,Shake 'Em On Down,2022-05-01
375,Bye-Bye Blues,Tommy Johnson,Tommy Johnson 1928-1929,Shake 'Em On Down,2022-05-01
376,She Keeps On Rickin',Jazz Gillum,Jazz Gillum Vol. 1 1936-1938,Shake 'Em On Down,2022-05-01
377,The Clouds Will Drop Ladders,Valium Aggelein,Black Moon,Perestroika,2022-05-01
378,Dancing Lasha Tumbai,Verka Serduchka,Do Rei Mi,Perestroika,2022-05-01
379,Nostalgia,Izmedu Neba Zelmja,Nostalgia,Perestroika,2022-05-01
380,Ne Gubi Vreme Sa Mnom,Razni izvođači Opatija '80,- Zabavne Melodija,Perestroika,2022-05-01
381,boggom Kalifornijo,Miki Jevremovic,Zlatana Kolekcija,Perestroika,2022-05-01
382,Еслп волга разольётся Gaya,Если волга,разольётся,Perestroika,2022-05-01
383,мой град ВГ,Трамвай номер 5,Естрадна мозайка,Perestroika,2022-05-01
384,Dwa serduszka,Ukochany Kraj,Mazowsze,Perestroika,2022-05-01
385,Zaba,D'Boys,Ajd Se Zezamo!,Perestroika,2022-05-01
386,Vienmere but,Mirdza Zivere,Viena Diena Mana Muza,Perestroika,2022-05-01
387,Forest of Belavezh,Pesniary,PESNIARY IV,Perestroika,2022-05-01
388,Ostavi Trag,Majko Zemljo,Majko Zemljo,Perestroika,2022-05-01
389,T.V.,Beograd,Sy Place 16,Perestroika,2022-05-01
390,Jugoslovenka,D'Boys,Muvanje,Perestroika,2022-05-01
391,"Can You Feel The Force Orchestra Sofia If You Want To Boogie, Forget It Balkanton 1980",Orchestra Sofia,"If You Want To Boogie, Forget It",Perestroika,2022-05-01
392,Vapour,Slam,Soma Track Series Vol. 5,Perestroika,2022-05-01
393,Лирическая,Union,ll,Perestroika,2022-05-01
394,Melancholy,Human Tetris,Memorbilia,Perestroika,2022-05-01
395,Samt Und Stein,Velvet Condom,Stadtgeil,Perestroika,2022-05-01
396,Wine,Trit 95,Lovers in Arms,Perestroika,2022-05-01
397,The Addams Family,Szymon Hollner,Electric Neighbors,Perestroika,2022-05-01
398,Time is a rogue,Marie Rottrova,Rhythm & Romance,Perestroika,2022-05-01
399,Headache,Junk Riot,Headache,Perestroika,2022-05-01
400,Expedicija,Dzierzynski Bitz,l ll lll,Perestroika,2022-05-01
401,Butylka vodki,Zvyki Mu,Prostye vesci,Perestroika,2022-05-01
402,TEST_PTTRN_42,DJ Sodeyama,PTTRN EP,Perestroika,2022-05-01
403,Blueberries for Breakfast,The Mamas & The Papas,,In the Countryside,2022-05-01
404,America,Kenny Knight,Crossroads,In the Countryside,2022-05-01
405,It's a Beautiful Day Today,Moby Grape,Moby Grape '69,In the Countryside,2022-05-01
406,Me & Magdalena,The Monkees,Good Times!,In the Countryside,2022-05-01
407,Dark Side of the Wheel,"Wilcox, Sullivan & Wilcox",,In the Countryside,2022-05-01
408,Summer Brings the Sunshine,Jimmy Carter and Dallas County Green,Summer Brings the Sunshine,In the Countryside,2022-05-01
409,Pack Up Your Sorrows,Mimi And Richard Farina,Celebrations For A Grey Day,In the Countryside,2022-05-01
410,There's a Rugged Road,Judee Sill,Heart Food,In the Countryside,2022-05-01
411,California,Joni Mitchell,Blue,In the Countryside,2022-05-01
412,Buzzin' Fly,Tim Buckley,Happy Sad,In the Countryside,2022-05-01
413,Helplessly Hoping,"Crosy, Stills & Nash","Crosby, Stills & Nash",In the Countryside,2022-05-01
414,You've Got A Friend,James Taylor,Greatest Hits,In the Countryside,2022-05-01
415,Boulder to Birmingham,Emmylou Harris,Pieces of the Sky,In the Countryside,2022-05-01
416,Blue Sky,Allman Brother Band,Eat A Peach,In the Countryside,2022-05-01
417,Now That The Buffalo's Gone,Buffy Sainte-Marie,The Best Of,In the Countryside,2022-05-01
418,Rider on the Wheel,Nick Drake,Made to Love Magic,In the Countryside,2022-05-01
419,Lonely People,America,Holiday,In the Countryside,2022-05-01
420,Into the Mystic,Van Morrison,Moondance,In the Countryside,2022-05-01
421,Where Have All the Flowers Gone?,The Kingston Trio,The Capitol Collector's Series,In the Countryside,2022-05-01
422,Hurdy Gurdy Man,Donovan,The Hurdy Gurdy Man,In the Countryside,2022-05-01
423,Root Of You,"Paul Moody, The Restless Age",Root Of You,In the Countryside,2022-05-01
424,Give Yourself To Love,Kate Wolf,Give Yourself To Love: Recorded Live In Concert Vols. 1&2,In the Countryside,2022-05-01
425,Amie,Pure Prairie League,The Essential Pure Prairie League,In the Countryside,2022-05-01
426,Queen Bee,Taj Mahal,Señor Blues,In the Countryside,2022-05-01
427,Cosmic Empire,George Harrison,All Things Must Pass,In the Countryside,2022-05-01
428,Me and Bobby McGee,Janis Joplin,Pearl,In the Countryside,2022-05-01
429,Tonight,Sibylle Baier,Colour Green,In the Countryside,2022-05-01
430,Acadian Driftwood,The Band,The Last Waltz,In the Countryside,2022-05-01
431,Amsterdam,Watchhouse,Spotify Singles,In the Countryside,2022-05-01
432,Two Of Us,The Beatles,Let It Be,In the Countryside,2022-05-01
433,"Corrina, Corrina",Bob Dylan,The Freewheelin' Bob Dylan,In the Countryside,2022-05-01
