,title,artist,albums,showname,date
647,Down In the Dumps,Bessie Smith,The Essential Bessie Smith,Shake 'Em On Down,2022-03-06
648,Daddy Don’t Care,Buddy Moss,Buddy Moss Vol. 1 1933,Shake 'Em On Down,2022-03-06
649,The Panama Limited,Buddy Moss,Mississippi Blues Giant,Shake 'Em On Down,2022-03-06
650,New Bumble Bee,Memphis Minnie,Original Blues Ladies,Shake 'Em On Down,2022-03-06
651,When The Levee Breaks,Memphis Minnie and Kansas Joe McCoy,Queen of the Blues,Shake 'Em On Down,2022-03-06
652,Dry Spell Blues,Son House,Country Farm Blues,Shake 'Em On Down,2022-03-06
653,Hard Time Killin’ Floor Blues,Skip James,Blues From The Delta,Shake 'Em On Down,2022-03-06
654,Do Your Duty,Bessie Smith,The Essential Bessie Smith,Shake 'Em On Down,2022-03-06
655,34 Blues,Charley Patton,"Primeval Blues, Rags, And Gospel Songs",Shake 'Em On Down,2022-03-06
656,Man Killing Broad,Lonnie Johnson,The Very Best Of,Shake 'Em On Down,2022-03-06
657,Cold Iron Bed,Jack Kelly and His South Memphis Jug Band,Complete Recorded Works: Jack Kelly and His South Memphis Jug Band,Shake 'Em On Down,2022-03-06
658,I'm a Rattlesnakin' Daddy,Blind Boy Fuller,The Best Of,Shake 'Em On Down,2022-03-06
659,Weeping Willow,Blind Boy Fuller,Blind Boy Fuller Vol. 3 1937,Shake 'Em On Down,2022-03-06
660,Jail Bird Love Song,Mississippi Sheiks,Stop and Listen,Shake 'Em On Down,2022-03-06
661,Detroit Moan,Victoria Spivey,The Great Depression: American Music in the '30s,Shake 'Em On Down,2022-03-06
662,Jack I’m Mellow,Trixie Smith,Trixie Smith: Vol. 2 1925-1929,Shake 'Em On Down,2022-03-06
663,The Stuff Is Here,Georgia White,Georgia White Vol. 3 (1937-1939),Shake 'Em On Down,2022-03-06
664,Dough Roller Blues,Garfield Akers,The Best There Ever Was: The Legendary Early Blues Performers,Shake 'Em On Down,2022-03-06
665,Bad Boy,Ed Bell,Ed Bell - Mamlish Blues (1927-1930),Shake 'Em On Down,2022-03-06
666,New Salty Dog,Sam Collins,Sam Collins (1927-1931),Shake 'Em On Down,2022-03-06
667,Birmingham Gambler,Curley Weaver,Curley Weaver 1933-1935,Shake 'Em On Down,2022-03-06
668,Deep Down In The Ground,Sonny Boy Williamson,The Bluebird Recordings 1938 (Remastered 1997),Shake 'Em On Down,2022-03-06
669,The Honey Dripper,Roosevelt Sykes,Roosevelt Sykes: Vol 4 (1934-1936),Shake 'Em On Down,2022-03-06
670,You Gonna Need My Help Someday,Black Ace,I'm The Boss Card in Your Hand,Shake 'Em On Down,2022-03-06
671,Peetie Wheatstraw Stomp,Peetie Wheatstraw,Peetie Wheatstraw : Vol. 4 (1936-1937),Shake 'Em On Down,2022-03-06
672,El Boogalo del Perro,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
673,A los Bosques,"Los Destellos, Enrique Delgado","Para Todo el Mundo, Vol. 2",Malas Influencias,2022-03-06
674,Vacilando Con Ayahuasca,Juaneco Y Su Combo,Leyenda Amazonica,Malas Influencias,2022-03-06
675,Sacale la Miel,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
676,La Pastorcia,"Los Destellos, Enrique Delgado","Para Todo el Mundo, Vol. 2",Malas Influencias,2022-03-06
677,2001(Dois Mil E Um),Os Mutantes,"""Mutantes""",Malas Influencias,2022-03-06
678,Tinido Trincando,Novos Baianos,Acabou Chorare,Malas Influencias,2022-03-06
679,Volando Con Los Destellos,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
680,Sabor a Caña,Los Orientales de Paramonga,Sabor a Caña,Malas Influencias,2022-03-06
681,Que Chola Tan Rica,Los Destellos,Solo Ellos... Los Destellos,Malas Influencias,2022-03-06
682,Papageno Electrico,Chicha Libre,Canibalismo,Malas Influencias,2022-03-06
683,Sueño Sicodelico,Los Holy's,Campo de Vampiros,Malas Influencias,2022-03-06
684,Escucha Nena,Los 007,Con Su Nuevo Estilo,Malas Influencias,2022-03-06
685,Rock & Roll Woman,The Mad's,Molesto (1968 - 1971),Malas Influencias,2022-03-06
686,Bola Bola En El Tres,Los Wembler's de Iquitos,La Danza del Petrolero,Malas Influencias,2022-03-06
687,La Fatidica,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
688,El Trapiche,Los Orientales de Paramonga,El Trapiche,Malas Influencias,2022-03-06
689,Blues de Cris,Pescado Rabioso,Desatormentandonos,Malas Influencias,2022-03-06
690,"Canto, desde el fondo de las ruinas",Aquelarre,Aquelarre,Malas Influencias,2022-03-06
691,Ramo de Rosas,Los Pakines,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
692,El Bicho,Los Beta 5,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
693,Todos Juntos,Los Invasores de Progreso,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
694,Natalia,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
695,Melodia Celeste,Grupo Celeste,Cumbia Beat Volume 2,Malas Influencias,2022-03-06
696,Noche de Garua,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
697,Choque de Vientos,Los Holy's,Campo de Vampiros,Malas Influencias,2022-03-06
698,Yellow Sea Days,Traffic Sound,Virgin,Malas Influencias,2022-03-06
699,Descarga Destellos,Los Destellos,Solo Ellos... Los Destellos,Malas Influencias,2022-03-06
700,Te Quiero,Los Dug Dug's,"Cambia, Cambia",Malas Influencias,2022-03-06
701,We Always Hate Your Manners,Los Dug Dug's,El Loco,Malas Influencias,2022-03-06
702,I Got My Emotion,Los Dug Dug's,El Loco,Malas Influencias,2022-03-06
703,Elevator,Mike Baretz,,Songland NYU,2022-03-06
704,Can U B My Home,Fake Dad,,Songland NYU,2022-03-06
705,Lost in My Mind,GARDENA,,Songland NYU,2022-03-06
706,Ballad to Follow,Kat Vokes,Clockwork,Songland NYU,2022-03-06
707,Don't Pull Me Under,Jessica Chertock,All Your Light,Songland NYU,2022-03-06
708,Anchor,Beach Holiday,,Songland NYU,2022-03-06
709,In My Head,Braeden Patrick,,Songland NYU,2022-03-06
710,Would You Read My Mind,Nono Chen,,Songland NYU,2022-03-06
711,Louder,"Stone Cold Grace, Sirena Beard-Galati",,Songland NYU,2022-03-06
712,Listen,Goldlove,,Songland NYU,2022-03-06
713,Streetcar,Caroline Meade,Grow Up,Songland NYU,2022-03-06
714,Nothing Less,Brendan Mieles,,Songland NYU,2022-03-06
715,Find You Again,"Goldlove, STAN STAN STAN",,Songland NYU,2022-03-06
716,Hate How You Love Me,Soph Retief,,Songland NYU,2022-03-06
717,Maybe Tomorrow,"Goldlove, The Monroe Doctors, ivii",,Songland NYU,2022-03-06
718,East Village Evening,Oskari,,Songland NYU,2022-03-06
719,Silence,j solomon,Cobalt,Songland NYU,2022-03-06
720,More,Micah Kohn,Permission/More,Songland NYU,2022-03-06
721,Sun Behind the Clouds,"Khushi Jain, Shaunak",Side A,Songland NYU,2022-03-06
722,Two Flowers in Full Bloom,Nick Springer,,Songland NYU,2022-03-06
723,Abandon Me,Mike Baretz,,Songland NYU,2022-03-06
724,Hungover,Soph Retief,,Songland NYU,2022-03-06
725,A Brief History of Time,Caroline Meade,Grow Up,Songland NYU,2022-03-06
726,Ever Since You,Cassidy Corbin,Bored Games,Songland NYU,2022-03-06
727,Drug,"Goldlove, Soph Retief",,Songland NYU,2022-03-06
728,Say It Again,Ria Arora,Put Your Love on Paper,Songland NYU,2022-03-06
729,leave,"HEEIN, Maxwell Henry, Grievances",Side A,Songland NYU,2022-03-06
730,Silver,James Parrott,,Songland NYU,2022-03-06
731,After Dark,"Surabhi Raj, Katie Yang",Side A,Songland NYU,2022-03-06
732,Dyo Portes Exei I Zoi,Sotiria Bellou,Dyo Portes Exei I Zoi,Ta Rempetika,2022-03-06
733,Robbery,Lime Cordiale,Robbery,Kook Jamz,2022-03-05
734,The Green Superintendent,Mako Road,The Green Superintendant,Kook Jamz,2022-03-05
735,Got on My Skateboard,Skeggs,Get on My Skateboard,Kook Jamz,2022-03-05
736,Live Well,Palace,So Long Forever,Kook Jamz,2022-03-05
737,Booster Seat,Spacey Jane,Sunlight,Kook Jamz,2022-03-05
738,Ocean Man,Ween,The Mollusk,Kook Jamz,2022-03-05
739,Badfish,Sublime,Jah Won't Pay the BIlls,Kook Jamz,2022-03-05
740,When You Were Made,The Growlers,City Club,Kook Jamz,2022-03-05
741,Smoko,The Chats,Get This In Ya,Kook Jamz,2022-03-05
742,Seaweed,Hockey Dad,Dreamin',Kook Jamz,2022-03-05
743,Disco,Surf Curse,Heaven Sorrounds You,Kook Jamz,2022-03-05
744,Reservoir Dawgs,Beach Goons,Boisad,Kook Jamz,2022-03-05
745,Sometimes,Goth Babe,Sometimes,Kook Jamz,2022-03-05
746,Holy Toledo,Vundabar,Antics,Kook Jamz,2022-03-05
747,Sunburnt,Teenage Dads,Potpourri Lake,Kook Jamz,2022-03-05
748,Something New,Babe Rainbow,Something New,Kook Jamz,2022-03-05
749,You Make Me Wanna Die,The Shivas,You Know What to Do,Kook Jamz,2022-03-05
750,Bitter,Worn-Tin,Summer Mixtape,Kook Jamz,2022-03-05
751,Lets Go Surfing,The Drums,The Drums,Kook Jamz,2022-03-05
752,Taking Up Space,Mustard Service,Zest Pop,Kook Jamz,2022-03-05
753,Didya Think,Arlie,Wait,Kook Jamz,2022-03-05
754,Cheeky Kids,Marlin's Dreaming,Lizard Tears,Kook Jamz,2022-03-05
755,Parking Lots,Plums,Jen,Kook Jamz,2022-03-05
756,Post Modern Fade,Cottonwood Firing Squad,27 CLub,Kook Jamz,2022-03-05
757,Peace Blossom Boogy,Babe Rainbow,The Babe Rainbow,Kook Jamz,2022-03-05
758,Summer Days,Guest House,Headed South,Kook Jamz,2022-03-05
759,Miscommunication,Concrete Surfers,Miscommunication,Kook Jamz,2022-03-05
760,Latin Soul,The Sentinals,Big Surf,Kook Jamz,2022-03-05
761,Scooby's In The Back,HalfNoise,Scooby's In The Back,Kook Jamz,2022-03-05
762,Something That Your Missing,Sun Room,Sol Del Sur EP,Kook Jamz,2022-03-05
763,Friends,Surf Trash,Friends,Kook Jamz,2022-03-05
764,Gotta Get Away,Vista Kicks,Booty Shakers Ball,Kook Jamz,2022-03-05
765,Tropicana,Vanilla Gorilla,Colour Flow,Kook Jamz,2022-03-05
766,Starcharts,Pasteboard,Glitter,Global Spirals,2022-03-05
767,Shoegazer,Pasteboard,Glitter,Global Spirals,2022-03-05
768,ERROR,Plastic Girl In Closet,eye cue rew see,Global Spirals,2022-03-05
769,Fiona Apple Girl,Art-School,SONIC DEAD KIDS,Global Spirals,2022-03-05
770,Virgin Suicide,宇宙ネコ子,君のように生きれたら,Global Spirals,2022-03-05
771,skyscraper kills my ghost in your memory,死んだ僕の彼女 0:00,underdrawing for three forms of unhappiness at the state of existence,Global Spirals,2022-03-05
772,Harukaze remix,Sourin,Sourin 1,Global Spirals,2022-03-05
773,Strawberry Cream,Oeil,Urban Twilight,Global Spirals,2022-03-05
774,黒髪採集,溶けない名前,制服甘露倶楽部,Global Spirals,2022-03-05
775,emulation (mode:totonee),stargaze shelter,emulation,Global Spirals,2022-03-05
776,Drifter,OYASUMI HOLOGRAM,おやすみホログラム,Global Spirals,2022-03-05
777,透明通信,溶けない名前,タイムマシンが壊れる前に,Global Spirals,2022-03-05
778,watashi no aishita manatsu no shinigami,my dead girlfriend,ixtab,Global Spirals,2022-03-05
779,A Flower Of The Ground,Seventeen Years Old And Berlin Wall,Reflect,Global Spirals,2022-03-05
780,Disco Crimson,CQ,"Communication, Cultural, Curiosity Quotient",Global Spirals,2022-03-05
781,kanojo ga tsumetaku warattara (prologue to the nine stages of change),my dead girlfriend,hades (the nine stages of change at the decreased remains),Global Spirals,2022-03-05
782,Drop You Vivid Colours,Luminous Orange,Drop You Vivid Colours,Global Spirals,2022-03-05
783,float among your stars,リューネ,"for you, for me",Global Spirals,2022-03-05
784,交雜隕石,skip skip ben ben,鏡中鏡,Global Spirals,2022-03-05
785,ネモフィラ,イツエ,「今夜絶対」,Global Spirals,2022-03-05
786,White memory,culenasm,rest of the dusk,Global Spirals,2022-03-05
787,タッチ,Number Girl,OMOIDE IN MY HEAD,Global Spirals,2022-03-05
788,夜鷹,Kinokoteikoku,eurkea,Global Spirals,2022-03-05
789,pathos,ステラシュガレット,君と出会った頃,Global Spirals,2022-03-05
790,Night is Young,Yuragi,Nightlife EP,Global Spirals,2022-03-05
791,遠雷 - 通り過ぎなかった夏の,ゆだち,夜の舟は白く折りたたまれて,Global Spirals,2022-03-05
792,Prologue,"Leonard Bernstein, Stephen Sondheim, West Side Story Ensemble",West Side Story (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
793,That's Rich,"Alan Menken, Jack Feldman, Carpathia Jenkins",Newsies (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
794,Run and Tell That!,"Marc Shaiman, Scott Wittman, Corey Reynolds, Danielle Eugenia Wilson, Cast",Hairspray (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
795,Wig in a Box,"Stephen Trask, Neil Patrick Harris, Cast",Hedwig and the Angry Inch (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
796,Daddy Knows Best,"Alex Ebert, Emmy Raver-Lampman, Carlos López","SpongeBob Squarepants, The New Musical (Original Cast Recording)",No Longer the Great White Way,2022-03-05
797,Super Sea Star Savior,"Yolanda Adams, Cast","SpongeBob Squarepants, The New Musical (Original Cast Recording)",No Longer the Great White Way,2022-03-05
798,Breathe,"Lin-Manuel Miranda, Mandy Gonzalez",In the Heights (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
799,Times are Hard for Dreamers,"Daniel Messé, Nathan Tysen, Phillipa Soo","Amélie, A New Musical (Original Broadway Cast Recording)",No Longer the Great White Way,2022-03-05
800,Your Song,"Elton John, Bernie Taupin, Aaron Tveit, Karen Olivo",Moulin Rouge! The Musical (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
801,Letters,"Dave Molloy, Josh Groban, Denée Benton, Gelsey Bell, Lucas Steele, Cast","Natasha, Pierre, and the Great Comet of 1812 (Original Broadway Cast Recording)",No Longer the Great White Way,2022-03-05
802,What the Heck I Gotta Do,"Lin-Manuel Miranda, Anthony Ramos, Lindsay Mendez",21 Chump Street - The Musical,No Longer the Great White Way,2022-03-05
803,What You Own,"Jonathan Larson, Anthony Rapp, Adam Pascal",Rent (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
804,What's Love Got to Do with It,"Terry Britten, Graham Lyle, Tina Turner, Adrienne Warren",Tina: The Tina Turner Musical (Original Cast Recording),No Longer the Great White Way,2022-03-05
805,Under Attack,"Benny Anderson & Björn Ulvaeus (ABBA), Lisa Stokke",Mamma Mia! (Original Cast Recording),No Longer the Great White Way,2022-03-05
806,Raise You Up/Just Be,"Cyndi Lauper, Stark Sands, Billy Porter, Cast",Kinky Boots (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
807,What I Know Now,"Eddie Perfect, Leslie Kritzer",Beetlejuice (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
808,Who You're an Addams,"Andrew Lippa, Nathan Lane, Bebe Neuwirth, Kevin Chamberlin, Krysta Rodriguez, Adam Riegler, Jackie Hoffman, Zachary James, Cast",The Addams Family (Original Cast Recording),No Longer the Great White Way,2022-03-05
809,Livin' it Up on Top,"Anaïs Mitchell, Amber Gray, André de Shields, Reeve Carney, Cast",Hadestown (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
810,Paris Holds the Key (To Your heart),"Lynn Ahrens, Stephen Flaherty, John Bolton, Derek Klena, Christy Altomare",Anastasia (Original Broadway Cast Recording),No Longer the Great White Way,2022-03-05
811,If I Were a Rich Man,"Jerry Bock, Sheldon Harnick, Danny Burstein",Fiddler on the Roof (2016 Broadway Cast Recording),No Longer the Great White Way,2022-03-05
812,Not Alone (Live),"Darren Criss, Jamie Lyn Beatty, Joey Richter, Bonnie Socha",StarKid Homecoming: Vol. 2 (Live),No Longer the Great White Way,2022-03-05
813,Days of Summer (Live),"Darren Criss, Cast",StarKid Homecoming: Vol. 2 (Live),No Longer the Great White Way,2022-03-05
814,Kalimba Funk,Sango,Da Rocinha 4,Atlantic Transverse ,2022-03-05
815,Peace and Love Dub,Augustus Pablo,Down Santic Way,Atlantic Transverse ,2022-03-05
816,I'm a Rock,Jitwam,Honeycomb,Atlantic Transverse ,2022-03-05
817,A Day Without You,Osunlade,Pyrography,Atlantic Transverse ,2022-03-05
818,Curly Dub,Augustus Pablo,Ital Dub,Atlantic Transverse ,2022-03-05
819,Kudaushe,"Afriquoi, Kudaushe Marimba",Kolaba,Atlantic Transverse ,2022-03-05
820,Soweto Blues,"Juls, Busiswa, Jaz Karis",Soweto Blues,Atlantic Transverse ,2022-03-05
821,Normalizo,Letta Mbulu,The Best Of,Atlantic Transverse ,2022-03-05
822,Tembisa,"Juls, Amos",Tembisa,Atlantic Transverse ,2022-03-05
823,Lovely Ones,"Blaze, James Toney Jr. Project",Natural Blaze,Atlantic Transverse ,2022-03-05
824,Just Be,"Aquatone, Jaidene Veda",Audio Unit,Atlantic Transverse ,2022-03-05
825,Maajo,Maajo,Topic of Tulli,Atlantic Transverse ,2022-03-05
826,Umoja - Culoe de Song Remix,"MZee, Kampi Moto, Culoe de Song",,Atlantic Transverse ,2022-03-05
827,F.I.D.O.,The Dirtbombs,Dangerous Magical Noise,Best of the Midwest,2022-03-05
828,It Ain't Good Enough,Dow Jones and The Industrials,Can't Stand The Midwest 1979-1981,Best of the Midwest,2022-03-05
829,What's the Difference?,Dow Jones and The Industrials,Can't Stand The Midwest 1979-1981,Best of the Midwest,2022-03-05
830,Jungle Drums,Dexter Romweber Duo,Is That You In The Blue?,Best of the Midwest,2022-03-05
831,Redemption,Dexter Romweber Duo,Is That You In The Blue?,Best of the Midwest,2022-03-05
832,Back to Indiana,The Elms,The Great American Midrange,Best of the Midwest,2022-03-05
833,Chelsea's Calling,The Hounds Below,You Light Me Up In The Dark,Best of the Midwest,2022-03-05
834,Since He Came To Play,The Hounds Below,You Light Me Up In The Dark,Best of the Midwest,2022-03-05
835,Blue Blood,The Chinese Millionaires,Detroit Double Cross,Best of the Midwest,2022-03-05
836,Automatic Boy,The Chinese Millionaires,Third Wave of Hits,Best of the Midwest,2022-03-05
837,Girl Can Help It,The New Bomb Turks,Information Highway Revisited,Best of the Midwest,2022-03-05
838,Don't Come Back,The Fondas,Runaway Bombshell,Best of the Midwest,2022-03-05
839,Hey! Little Boy,The Fondas,Coming Now! (Way Down In The Motor City Underground),Best of the Midwest,2022-03-05
840,Shopping Mall Moron,Kill-A-Watts,Electrorock,Best of the Midwest,2022-03-05
841,Bad Attitude,Kill-A-Watts,Electrorock,Best of the Midwest,2022-03-05
842,In the Act,The Von Bondies,Lack of Communication,Best of the Midwest,2022-03-05
843,Poisin Ivy,The Von Bondies,Raw and Rare,Best of the Midwest,2022-03-05
844,Through The Ceiling,Brendan Benson,What Kind of World,Best of the Midwest,2022-03-05
845,Consoler of the Lonely,The Raconteurs,Consolers of the Lonely,Best of the Midwest,2022-03-05
846,Late Nite Creature Feature,Harley Poe,7 Inches of Hell,Best of the Midwest,2022-03-05
847,Wasted All Those Tears,Ko & The Knockouts,Ko and The Knockouts,Best of the Midwest,2022-03-05
848,Poverty Stinks,The New Lou Reeds,Top Billin',Best of the Midwest,2022-03-05
849,Hated,The Afghan Whigs,Up In It,Best of the Midwest,2022-03-05
850,Devil and the Witch,Ouija Radio,Oh No...Yes!Yes!,Best of the Midwest,2022-03-05
851,Old Victrola,Ouija Radio,Last Night on Earth,Best of the Midwest,2022-03-05
852,Stray Boy,Clone Defects,Shape of Venus,Best of the Midwest,2022-03-05
853,Hunt for Grandpa (Let's Go),Goober & the Peas,The Complete Works of Goober & the Peas,Best of the Midwest,2022-03-05
854,Rifle Through,Waxwings,Shadows Of,Best of the Midwest,2022-03-05
855,Should Have,Cloud Nothings,Should Have,Best of the Midwest,2022-03-05
856,Red Bowling Ball Ruth,The White Stripes,The Big Tree Killed My Baby,Best of the Midwest,2022-03-05
857,Excuses,Olivia Jean,Bathtub Love Killings,Best of the Midwest,2022-03-05
858,If You Don't Love Me by Now,Olivia Jean,Night Owl,Best of the Midwest,2022-03-05
859,Red Eye Fly,Ouija Radio,Oh No...Yes!Yes!,Best of the Midwest,2022-03-05
860,I'm So Glad,The Fondas,Coming Now! (Way Down In The Motor City Underground),Best of the Midwest,2022-03-05
861,Bahobab,Free-Son,Banguelê,Superbacana,2022-03-05
862,Three For One,Free-Son,Banguelê,Superbacana,2022-03-05
863,Mar Da Tranquilidade,Free-Son,Banguelê,Superbacana,2022-03-05
864,Rara Confluência,Som Nosso,Som Nosso,Superbacana,2022-03-05
865,Mountanhas,Som Nosso,Som Nosso,Superbacana,2022-03-05
866,Freedom,Guilherme Lamounier,Guilherme Lamounier,Superbacana,2022-03-05
867,Vamos Que Eu Já Vou,Wanderléa,Vamos Que Eu Já Vou,Superbacana,2022-03-05
868,Antes Que A Cidade Durma,Wanderléa,Vamos Que Eu Já Vou,Superbacana,2022-03-05
869,Astralização,Casa Das Máquinas,Lar De Maravilhas,Superbacana,2022-03-05
870,Céu De Brasília,Toninho Horta,Terra Dos Pássaros,Superbacana,2022-03-05
871,Turba,Moto Perpétuo,Moto Perpétuo,Superbacana,2022-03-05
872,GB Em Alto Relevo,Guilherme Lamounier,Guilherme Lamounier,Superbacana,2022-03-05
873,Mandato,Anamaria & Maurício,Anamaria E Maurício Vol. 2,Superbacana,2022-03-05
874,Serearei,Anamaria & Maurício,Anamaria E Maurício Vol. 2,Superbacana,2022-03-05
875,No Sul Do Polo Norte,Naná Vasconcelos & Nelson Angelo & Novelli,"Nana, Nelson Angelo, Novelli",Superbacana,2022-03-05
876,Toshiro,Naná Vasconcelos & Nelson Angelo & Novelli,"Nana, Nelson Angelo, Novelli",Superbacana,2022-03-05
877,Tiro Crusado,Naná Vasconcelos & Nelson Angelo & Novelli,"Nana, Nelson Angelo, Novelli",Superbacana,2022-03-05
878,Cavalo Marinho,Olivia Byington,Corra O Risco,Superbacana,2022-03-05
879,Lady Jane,Olivia Byington,Corra O Risco,Superbacana,2022-03-05
880,Return To Forever,Airto Moreira,Free,Superbacana,2022-03-05
881,Flora's Song,Airto Moreira,Free,Superbacana,2022-03-05
882,Remelexo,Hermeto Pascoal,Ao Vivo Montreux Jazz,Superbacana,2022-03-05
883,"Suite Norte, Sul, Leste, Oeste",Hermeto Pascoal,Zabumbê-bum-á,Superbacana,2022-03-05
884,Rede,Hermeto Pascoal,Zabumbê-bum-á,Superbacana,2022-03-05
885,A Saudade Matta A Gente,Moacir Santos,Saudade,Superbacana,2022-03-05
886,Saídas E Bandeiras (Exits And Flags),Milton Nascimento,Milton,Superbacana,2022-03-05
887,Daze of City Walk,Sweet John,Urban Fiction Select,Oriental New Waves,2022-03-05
888,Asa,Mandarin,Mandarin,Oriental New Waves,2022-03-05
889,Moonlight,Shadow Levee / Deca joins,The village,Oriental New Waves,2022-03-05
890,Wanderer guide in Taipei,Wayne's so sad,The art of embarassment,Oriental New Waves,2022-03-05
891,Afterlife,Space Cowboy / OOHYO,Afterlife FEAT. OOHYO,Oriental New Waves,2022-03-05
892,Bottom of Tokyo,Wool & the Pants,Wool in the Pool,Oriental New Waves,2022-03-05
893,Theme Vision,Bruno Pernadas,Private Reasons,Oriental New Waves,2022-03-05
894,Michiteku Tauon,Blu-Swing,Blu-Swing 10th ANNIVERSARY,Oriental New Waves,2022-03-05
895,Mada Ashita,OGRE YOU ASSHOLE,Confidential,Oriental New Waves,2022-03-05
896,Yureru,EVISBEATS,ひとつにひとつになるとき,Oriental New Waves,2022-03-05
897,Omiyage wo motte,Sunny Day Service,Omiyage wo motte,Oriental New Waves,2022-03-05
898,Hong Kong Night View,VIDEOTAPEMUSIC,Souvenir,Oriental New Waves,2022-03-05
899,Midnight Rendezvous,Shohei Takagi Parallela Botanica,Shohei,Oriental New Waves,2022-03-05
900,number four,Khruangbin,Everything smiles at you,Oriental New Waves,2022-03-05
901,Them Changes,TENDRE,Red Focus,Oriental New Waves,2022-03-05
902,I,Turpitude,Turpitude #1,Hellhole,2022-03-04
903,1a10,Reuerorum ibn Malachtum,"The Mystery of Faith. We Proclaim Your Death Oh Lord, and Profess Your Resurrection, Until You Come Again. Förlåtelse och Levitation.",Hellhole,2022-03-04
904,Ember,Forelunar,Forlorn in Despair,Hellhole,2022-03-04
905,Bolest,Smyrtonos,Satanic Propaganda,Hellhole,2022-03-04
906,Червів майбутня здобич,Svrm,Червів майбутня здобич,Hellhole,2022-03-04
907,Torrent of Failure,A God or an Other,Chaotic Symbiosis,Hellhole,2022-03-04
908,Flayed Upon Horn,Sulfuric Hatred,Demo MMXXII,Hellhole,2022-03-04
909,Inheriting the Deified,Cinerary,Rituals of Desecration,Hellhole,2022-03-04
910,The Hate Campaign,Traitors,The Hate Campaign,Hellhole,2022-03-04
911,MASK//DOG feat. Striations,Rohit,Window,Hellhole,2022-03-04
912,Choking on Bile,Devourment,1.3.8.,Hellhole,2022-03-04
913,Funeralopolis,Electric Wizard,Dopethrone,Hellhole,2022-03-04
914,Roll With The Punches,Steef,Post F,The New Afternoon Show,2022-03-04
915,2 Stoned,Peg & the Rejected,2 Stoned,The New Afternoon Show,2022-03-04
916,forever ...for now,"please, SPEAK!",forever ...for now,The New Afternoon Show,2022-03-04
917,Street Witnessed Again,Vaervaf,Bloodfabs,The New Afternoon Show,2022-03-04
918,Reverse Universal,Close,Close EP,The New Afternoon Show,2022-03-04
919,CROSSING STREAMS IN A BATHROOM STALL,BADGE GRABBER,CROSSING STREAMS IN A BATHROOM STALL,The New Afternoon Show,2022-03-04
920,Working for the Knife,Mitski,Laurel Hell,The New Afternoon Show,2022-03-04
921,Duality,Karl Jannuska,Duality,The New Afternoon Show,2022-03-04
922,The Pain That Alters,Rash Decision,Year Of The Silence,The New Afternoon Show,2022-03-04
923,Did You Find the Money Farm?,Bruce Lee Band,Did You Find the Money Farm?,The New Afternoon Show,2022-03-04
924,Are You OK?,Point No Point,Bad Vibes in Mushroom Forest,The New Afternoon Show,2022-03-04
925,How Bizarre,Holy Schnikes!,Born Under Power Lines,The New Afternoon Show,2022-03-04
926,Shrill Meaning,Blacktron One,Given Time,The New Afternoon Show,2022-03-04
927,Love Letters,Mimi Pretend,B-SIDES,The New Afternoon Show,2022-03-04
928,karmin song,Taweson N' Son's Gleefulson Archive,WAFULSUM POFFLESOME,The New Afternoon Show,2022-03-04
929,Ahead of Myself,moodlighting,Boy Wonder,The New Afternoon Show,2022-03-04
930,Сон,HEAVY PLANE,Сон,The New Afternoon Show,2022-03-04
931,Armstrong,Kirby Grip,Sketches of Bliss,The New Afternoon Show,2022-03-04
932,NOBODY'S DOING NOTHING,Luke Crane and the No Company,WSPÓLNA SPRAWA,The New Afternoon Show,2022-03-04
933,"1,000 Deathnotes",The Microdance,"1,000 Deathnotes",The New Afternoon Show,2022-03-04
934,vivons sur la lune,Planet Parlor,demos + more,The New Afternoon Show,2022-03-04
935,Adience,Dead Machine,A/A,The New Afternoon Show,2022-03-04
936,Droneski,Lost in January,Lost in January,The New Afternoon Show,2022-03-04
937,Le goldilocks,Jad Taleb,Module for a Perfect Figure,The New Afternoon Show,2022-03-04
938,HITZE SCHLEICHT,ÖPNV,DEUTCH FUNK REVOLT,The New Afternoon Show,2022-03-04
939,Soilblisters,October Vomit,Sun Veins,The New Afternoon Show,2022-03-04
940,Cordillera,Alfonso Velasco,Visions,The New Afternoon Show,2022-03-04
